study,cluster,url,peer_reviewed,ground,ground_abbr,language,cluster_number,treatment_group_manuscript,treatment_group,control_group_manuscript,control_group,treatment_control,can_gender,can_education,can_employment,can_migrant_generation,year_research_start,month_research_start,quarter_research_start,year_research_end,month_research_end,quarter_research_end,country,us_state,country_iso3,region,subregion,subregion2,callback_type,agent_type,audit_type,airbnb,urbanisation,information,matched_design,identical_comparison_group,application_count_maj,application_count_min,callback_count_maj,callback_count_min,noncallback_count_maj,noncallback_count_min,rrate,rrate_ln,prrate_maj,prrate_min,prratio,prratio_ln,prratio_ln_se,prratio_ln_v,prratio_ln_p,prratio_ln_v_inv,prratio_std,dratio,odds_maj,odds_min,oddsratio,oddsratio_ln,oddsratio_ln_se,source_pagination,source_table,source_figure,source_appendix,general_comments,peer_reviewer_count,info_binary,region_agg,time_research_start,time_research_end,year_mid,year_mid_z,year_mid_fct,period_broad,period_narrow,flag_in_scope_ground,flag_complete_counts,flag_valid_effect,flag_main_sample
Gaddis & Ghoshal (2020),Gaddis & Ghoshal (2020) 22,https://doi.org/10.1177/2378023120972287,Yes,Ethno-racial origin,ero,English,22,Hispanic,"Hispanic, Southern American",White,"Northern American, Australian, White","Hispanic, Southern American, Latin American, Caribbean x Northern American, Australian, White",Female,Higher education,Employed,Second generation,2013,June,2,2014,August,3,United States,Illinois,USA,North America,North America,North America,Positive reaction,Private owner,Email,No,Urban,Work or income related information,Yes,No,102,102,51,40,51,62,0.44607843137254904,-0.8072604873273663,0.5,0.39215686274509803,0.7843137254901961,-0.24294617861038947,0.15811388300841897,0.025,6.324555320336758,40,-1.536526546485823,-0.21568627450980393,1,0.6451612903225806,0.6451612903225806,-0.4382549309311553,0.28345143946110823,8,1,,No,Shared housing market.,2,Extensive,North America,2013.25,2014.5,2013,-0.52213194949409,2013,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
Gaddis & Ghoshal (2020),Gaddis & Ghoshal (2020) 23,https://doi.org/10.1177/2378023120972287,Yes,Ethno-racial origin,ero,English,23,Hispanic,"Hispanic, Southern American",White,"Northern American, Australian, White","Hispanic, Southern American, Latin American, Caribbean x Northern American, Australian, White",Female,Higher education,Employed,Second generation,2013,June,2,2014,August,3,United States,Massachusetts,USA,North America,North America,North America,Positive reaction,Private owner,Email,No,Urban,Work or income related information,Yes,No,105,105,52,39,53,66,0.43333333333333335,-0.8362480242006186,0.49523809523809526,0.37142857142857144,0.75,-0.2876820724517809,0.16069902247423853,0.025824175824175823,6.222813210704556,38.72340425531915,-1.7901918009358075,-0.25,0.9811320754716981,0.5909090909090909,0.6022727272727273,-0.5070449009260846,0.2808758347590834,8,1,,No,Shared housing market.,2,Extensive,North America,2013.25,2014.5,2013,-0.52213194949409,2013,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
Gaddis & Ghoshal (2020),Gaddis & Ghoshal (2020) 24,https://doi.org/10.1177/2378023120972287,Yes,Ethno-racial origin,ero,English,24,Black,"Black, Central African, African American",White,"Northern American, Australian, White","African American, Central African, Black x Northern American, Australian, White",Female,Higher education,Employed,Unknown or NA,2013,June,2,2014,August,3,United States,Massachusetts,USA,North America,North America,North America,Positive reaction,Private owner,Email,No,Urban,Work or income related information,Yes,No,104,104,54,36,50,68,0.4326923076923077,-0.8377284093710529,0.5192307692307693,0.34615384615384615,0.6666666666666666,-0.40546510810816444,0.16451603893094152,0.027065527065527065,6.078434701553734,36.94736842105263,-2.464593183393903,-0.33333333333333337,1.08,0.5294117647058824,0.49019607843137253,-0.712949807856125,0.28460881688598033,8,1,,No,Shared housing market.,2,Extensive,North America,2013.25,2014.5,2013,-0.52213194949409,2013,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
Gaddis & Ghoshal (2020),Gaddis & Ghoshal (2020) 25,https://doi.org/10.1177/2378023120972287,Yes,Ethno-racial origin,ero,English,25,Hispanic,"Hispanic, Southern American",White,"Northern American, Australian, White","Hispanic, Southern American, Latin American, Caribbean x Northern American, Australian, White",Female,Higher education,Employed,First generation,2013,June,2,2014,August,3,United States,Illinois,USA,North America,North America,North America,Positive reaction,Private owner,Email,No,Urban,Work or income related information,Yes,No,144,144,64,58,80,86,0.4236111111111111,-0.8589394354026894,0.4444444444444444,0.4027777777777778,0.9062500000000001,-0.0984400728132524,0.13775881250016617,0.01897749042145594,7.2590637350245295,52.694006309148264,-0.7145827626318546,-0.09374999999999989,0.8,0.6744186046511628,0.8430232558139534,-0.1707607343928787,0.23873476137146224,8,1,,No,Shared housing market.,2,Extensive,North America,2013.25,2014.5,2013,-0.52213194949409,2013,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
Gaddis & Ghoshal (2020),Gaddis & Ghoshal (2020) 26,https://doi.org/10.1177/2378023120972287,Yes,Ethno-racial origin,ero,English,26,Hispanic,"Hispanic, Southern American",White,"Northern American, Australian, White","Hispanic, Southern American, Latin American, Caribbean x Northern American, Australian, White",Female,Higher education,Employed,First generation,2013,June,2,2014,August,3,United States,Massachusetts,USA,North America,North America,North America,Positive reaction,Private owner,Email,No,Urban,Work or income related information,Yes,No,147,147,69,52,78,95,0.41156462585034015,-0.8877892217419405,0.46938775510204084,0.35374149659863946,0.7536231884057971,-0.282862786015832,0.14183822008572616,0.020118080677086893,7.05028587778108,49.706530958439345,-1.994263505597232,-0.24637681159420288,0.8846153846153846,0.5473684210526316,0.6187643020594966,-0.48003085092678105,0.2388940172209094,8,1,,No,Shared housing market.,2,Extensive,North America,2013.25,2014.5,2013,-0.52213194949409,2013,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
Gaddis & Ghoshal (2020),Gaddis & Ghoshal (2020) 27,https://doi.org/10.1177/2378023120972287,Yes,Ethno-racial origin,ero,English,27,Hispanic,"Hispanic, Southern American",White,"Northern American, Australian, White","Hispanic, Southern American, Latin American, Caribbean x Northern American, Australian, White",Female,Higher education,Employed,First generation,2013,June,2,2014,August,3,United States,Pennsylvania,USA,North America,North America,North America,Positive reaction,Private owner,Email,No,Urban,Work or income related information,Yes,No,144,144,68,44,76,100,0.3888888888888889,-0.9444616088408514,0.4722222222222222,0.3055555555555556,0.6470588235294118,-0.4353180712578455,0.15344140963678943,0.023544266191325016,6.5171455499991575,42.473186119873816,-2.8370312309322836,-0.3529411764705882,0.8947368421052632,0.44,0.49176470588235294,-0.7097549169596058,0.2461524930140989,8,1,,No,Shared housing market.,2,Extensive,North America,2013.25,2014.5,2013,-0.52213194949409,2013,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
Gaddis & Ghoshal (2020),Gaddis & Ghoshal (2020) 28,https://doi.org/10.1177/2378023120972287,Yes,Ethno-racial origin,ero,English,28,Black,"Black, Central African, African American",White,"Northern American, Australian, White","African American, Central African, Black x Northern American, Australian, White",Female,Higher education,Employed,Unknown or NA,2013,June,2,2014,August,3,United States,Massachusetts,USA,North America,North America,North America,Positive reaction,Private owner,Email,No,Urban,Work or income related information,Yes,No,147,147,69,45,78,102,0.3877551020408163,-0.9473813189441862,0.46938775510204084,0.30612244897959184,0.6521739130434783,-0.4274440148269396,0.1520182017672222,0.023109533668539878,6.578159643877709,43.2721843003413,-2.8117949683516392,-0.34782608695652173,0.8846153846153846,0.4411764705882353,0.49872122762148335,-0.695708001421619,0.24359681901566552,8,1,,No,Shared housing market.,2,Extensive,North America,2013.25,2014.5,2013,-0.52213194949409,2013,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
Gaddis & Ghoshal (2020),Gaddis & Ghoshal (2020) 29,https://doi.org/10.1177/2378023120972287,Yes,Ethno-racial origin,ero,English,29,Black,"Black, Central African, African American",White,"Northern American, Australian, White","African American, Central African, Black x Northern American, Australian, White",Female,Higher education,Employed,Unknown or NA,2013,June,2,2014,August,3,United States,Illinois,USA,North America,North America,North America,Positive reaction,Private owner,Email,No,Urban,Work or income related information,Yes,No,144,144,64,40,80,104,0.3611111111111111,-1.0185695809945732,0.4444444444444444,0.2777777777777778,0.6250000000000001,-0.47000362924573535,0.16351180725290487,0.026736111111111113,6.115766297251506,37.4025974025974,-2.8744323553269604,-0.3749999999999999,0.8,0.38461538461538464,0.4807692307692308,-0.7323678937132265,0.2504803078395278,8,1,,No,Shared housing market.,2,Extensive,North America,2013.25,2014.5,2013,-0.52213194949409,2013,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
Gaddis & Ghoshal (2020),Gaddis & Ghoshal (2020) 30,https://doi.org/10.1177/2378023120972287,Yes,Ethno-racial origin,ero,English,30,Black,"Black, Central African, African American",White,"Northern American, Australian, White","African American, Central African, Black x Northern American, Australian, White",Female,Higher education,Employed,Unknown or NA,2013,June,2,2014,August,3,United States,Pennsylvania,USA,North America,North America,North America,Positive reaction,Private owner,Email,No,Urban,Work or income related information,Yes,No,144,144,68,36,76,108,0.3611111111111111,-1.0185695809945732,0.4722222222222222,0.25,0.5294117647058824,-0.6359887667199967,0.16909988539863077,0.02859477124183006,5.913664563654974,34.971428571428575,-3.7610242326346746,-0.47058823529411764,0.8947368421052632,0.3333333333333333,0.3725490196078431,-0.9873866535578855,0.25475638191578304,8,1,,No,Shared housing market.,2,Extensive,North America,2013.25,2014.5,2013,-0.52213194949409,2013,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
Ghabrial & Barata (2010),Ghabrial & Barata (2010) 1,https://doi.org/10.21083/surg.v4i1.1203,Yes,Ethno-racial origin,ero,English,1,Carribean accent,"Hispanic, Southern American",Canadian accent,"Northern American, Australian, White","Hispanic, Southern American, Latin American, Caribbean x Northern American, Australian, White",Female,Various or Unknown,Employed,Unknown or NA,2010,,1,2010,,4,Canada,,CAN,North America,North America,North America,Positive reaction,Private owner,Telephone or Mixed,No,Urban,Mixed,No,No,30,30,28,26,2,4,0.9,-0.10536051565782628,0.9333333333333333,0.8666666666666667,0.9285714285714286,-0.07410797215372185,0.08665539515320157,0.00750915750915751,11.539962378938549,133.17073170731706,-0.8552032106333757,-0.0714285714285714,14,6.5,0.4642857142857143,-0.7672551527136672,0.90784129900320365,17,1,,No,Only control candidates. Research timing is an approximation based on the methods description.,2,Extensive,North America,2010,2010.75,2010,-1.1214281855976078,2010,1999-2010,2006-2010,TRUE,TRUE,TRUE,TRUE
"Ghekiere, Martiniello, & Verhaeghe (2022)","Ghekiere, Martiniello, & Verhaeghe (2022) 1",https://web.archive.org/web/20250908123548/https://cris.vub.be/ws/portalfiles/portal/109080901/Ghekiere_Martiniello_Verhaeghe_2022_._Discriminatie_op_basis_van_etnische_afkomst_en_seksuele_ori_ntatie_op_de_huurwoningmarkt_van_Kortrijk.pdf,No,Ethno-racial origin,ero,Dutch,1,Moroccan name,"Arab, North African, Turkish",Belgian name,Western European,"Middle Eastern, Northern African, Arab x Western European",Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2022,March,1,2022,April,2,Belgium,,BEL,Europe,Western Europe,Western Europe,Viewing invitation,Real estate agent,Email,No,Urban,No information,Yes,No,154,154,69,51,85,103,0.38961038961038963,-0.9426080401915284,0.44805194805194803,0.33116883116883117,0.7391304347826088,-0.3022808718729335,0.14530514021682206,0.021113583773430318,6.882068992933186,47.362873623492405,-2.080317815473525,-0.26086956521739124,0.8117647058823529,0.49514563106796117,0.6099620092866188,-0.494358603612253,0.23574146963755427,10,,4,No,,2,Standard,Europe,2022,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Ghekiere, Martiniello, & Verhaeghe (2022)","Ghekiere, Martiniello, & Verhaeghe (2022) 2",https://web.archive.org/web/20250908123548/https://cris.vub.be/ws/portalfiles/portal/109080901/Ghekiere_Martiniello_Verhaeghe_2022_._Discriminatie_op_basis_van_etnische_afkomst_en_seksuele_ori_ntatie_op_de_huurwoningmarkt_van_Kortrijk.pdf,No,Ethno-racial origin,ero,Dutch,2,Moroccan name,"Arab, North African, Turkish",Belgian name,Western European,"Middle Eastern, Northern African, Arab x Western European",Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2022,March,1,2022,April,2,Belgium,,BEL,Europe,Western Europe,Western Europe,Viewing invitation,Private owner,Email,No,Urban,No information,Yes,No,49,49,14,4,35,45,0.1836734693877551,-1.6945957207744071,0.2857142857142857,0.08163265306122448,0.2857142857142857,-1.252762968495368,0.5297284633639758,0.2806122448979591,1.887759614897078,3.563636363636365,-2.3649153389641366,-0.7142857142857143,0.4,0.08888888888888889,0.2222222222222222,-1.5040773967762742,0.6101001739241042,10,,4,No,,2,Standard,Europe,2022,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Ghekiere, Martiniello, & Verhaeghe (2022)","Ghekiere, Martiniello, & Verhaeghe (2022) 3",https://web.archive.org/web/20250908123548/https://cris.vub.be/ws/portalfiles/portal/109080901/Ghekiere_Martiniello_Verhaeghe_2022_._Discriminatie_op_basis_van_etnische_afkomst_en_seksuele_ori_ntatie_op_de_huurwoningmarkt_van_Kortrijk.pdf,No,Sexual orientation,seo,Dutch,3,Same-sex relationship,Same-sex orientation,Different-sex relationship,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2022,March,1,2022,April,2,Belgium,,BEL,Europe,Western Europe,Western Europe,Viewing invitation,Real estate agent,Email,No,Urban,No information,Yes,No,144,144,71,73,73,71,0.5,-0.6931471805599453,0.4930555555555556,0.5069444444444444,1.028169014084507,0.02777956410707567,0.11787386601936384,0.013894248290350937,8.483644710827793,71.97222757955639,0.23567195210609412,0.028169014084507005,0.9726027397260274,1.028169014084507,1.057131521523507,0.05555912821415127,0.23572499731356378,12,,6,No,,2,Standard,Europe,2022,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Ghekiere, Martiniello, & Verhaeghe (2022)","Ghekiere, Martiniello, & Verhaeghe (2022) 4",https://web.archive.org/web/20250908123548/https://cris.vub.be/ws/portalfiles/portal/109080901/Ghekiere_Martiniello_Verhaeghe_2022_._Discriminatie_op_basis_van_etnische_afkomst_en_seksuele_ori_ntatie_op_de_huurwoningmarkt_van_Kortrijk.pdf,No,Sexual orientation,seo,Dutch,4,Same-sex relationship,Same-sex orientation,Different-sex relationship,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2022,March,1,2022,April,2,Belgium,,BEL,Europe,Western Europe,Western Europe,Viewing invitation,Private owner,Email,No,Urban,No information,Yes,No,51,51,14,12,37,39,0.2549019607843137,-1.3668762752627892,0.27450980392156865,0.23529411764705882,0.8571428571428571,-0.15415067982725836,0.33992090033917444,0.11554621848739496,2.9418608829354005,8.654545454545454,-0.4534898550617105,-0.1428571428571429,0.3783783783783784,0.3076923076923077,0.8131868131868132,-0.20679441331268028,0.45544479075949196,12,,6,No,,2,Standard,Europe,2022,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Ghekiere, Martiniello, & Verhaeghe (2023)","Ghekiere, Martiniello, & Verhaeghe (2023) 1",https://doi.org/10.1080/01419870.2023.2177120,Yes,Ethno-racial origin,ero,English,1,Polish name,Eastern European and other White,Belgian name ,Western European,Eastern European x Western European,Both,Various or Unknown,Mixed or Unknown,Unknown or NA,2021,April,2,2021,June,2,Belgium,,BEL,Europe,Western Europe,Western Europe,Viewing invitation,Mixed or Unknown,Email,No,Mixed,No information,Yes,Yes,8245,8245,3117,2787,5128,5458,0.3580351728320194,-1.0271240492733362,0.3780473013947847,0.3380230442692541,0.8941289701636189,-0.11190525228538882,0.02090595135749298,4.3705880216186253e-4,47.83326923993757,2288.021646180358,-5.352794061930142,-0.10587102983638108,0.607839313572543,0.5106266031513375,0.8400684058261335,-0.17427195495316686,0.03252468529429357,2664,2,,No,,2,Standard,Europe,2021.25,2021.25,2021,1.0759913467819577,2021,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Ghekiere, Martiniello, & Verhaeghe (2023)","Ghekiere, Martiniello, & Verhaeghe (2023) 1",https://doi.org/10.1080/01419870.2023.2177120,Yes,Ethno-racial origin,ero,English,1,Moroccan name,"Arab, North African, Turkish",Belgian name,Western European,"Middle Eastern, Northern African, Arab x Western European",Both,Various or Unknown,Mixed or Unknown,Unknown or NA,2021,April,2,2021,June,2,Belgium,,BEL,Europe,Western Europe,Western Europe,Viewing invitation,Mixed or Unknown,Email,No,Mixed,No information,Yes,Yes,8245,8245,3117,2292,5128,5953,0.32801697998787144,-1.1146899036822175,0.3780473013947847,0.27798665858095817,0.7353224254090472,-0.3074462019327068,0.022683699472271092,5.145502217483118e-4,44.084519865131156,1943.4448917391433,-13.553618196561535,-0.26467757459095276,0.607839313572543,0.3850159583403326,0.6334173353767165,-0.45662577648559116,0.03346807145898117,2664,2,,No,,2,Standard,Europe,2021.25,2021.25,2021,1.0759913467819577,2021,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
Gielkens & Wegkamp (2020),Gielkens & Wegkamp (2020) 1,https://web.archive.org/web/20250908100836/https://utrecht.bestuurlijkeinformatie.nl/Document/View/5b21985d-1cdb-457c-b559-618863f4cdc8,No,Health and disability,hed,Dutch,1,Physical disability,Physical disability,No disability,No disability,Physical disability x No disability,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2020,August,3,2020,September,3,Netherlands,,NLD,Europe,Western Europe,Western Europe,Positive reaction,Real estate agent,Email,No,Urban,No information,Yes,No,67,67,31,27,36,40,0.43283582089552236,-0.8373967894044921,0.4626865671641791,0.40298507462686567,0.8709677419354839,-0.13815033848081718,0.19860603033268992,0.03944435528450935,5.0350938404280825,25.35216998191682,-0.6955999183378173,-0.12903225806451613,0.8611111111111112,0.675,0.7838709677419355,-0.2435108541386434,0.3493892948144574,37,19,,No,,2,Standard,Europe,2020.5,2020.5,2020,0.8762259347474517,2020,2011-2020,2016-2020,TRUE,TRUE,TRUE,TRUE
Gielkens & Wegkamp (2020),Gielkens & Wegkamp (2020) 2,https://web.archive.org/web/20250908100836/https://utrecht.bestuurlijkeinformatie.nl/Document/View/5b21985d-1cdb-457c-b559-618863f4cdc8,No,Health and disability,hed,Dutch,2,Physical disability,Physical disability,No disability,No disability,Physical disability x No disability,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2020,August,2,2020,September,3,Netherlands,,NLD,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Urban,No information,Yes,No,44,44,20,12,24,32,0.36363636363636365,-1.0116009116784799,0.45454545454545453,0.2727272727272727,0.6,-0.5108256237659907,0.2964435660944387,0.08787878787878786,3.3733233383160277,11.379310344827589,-1.723179998459659,-0.4,0.8333333333333334,0.375,0.44999999999999996,-0.7985076962177717,0.45414755311462374,38,20,,No,,2,Standard,Europe,2020.25,2020.5,2020,0.8762259347474517,2020,2011-2020,2016-2020,TRUE,TRUE,TRUE,TRUE
Gielkens & Wegkamp (2020),Gielkens & Wegkamp (2020) 3,https://web.archive.org/web/20250908100836/https://utrecht.bestuurlijkeinformatie.nl/Document/View/5b21985d-1cdb-457c-b559-618863f4cdc8,No,Ethno-racial origin,ero,Dutch,3,Non-western name,Other,Western-sounding name,Western European,Mixed race(s) or ethnicity(ies) x Western European,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2020,August,3,2020,September,3,Netherlands,,NLD,Europe,Western Europe,Western Europe,Positive reaction,Real estate agent,Email,No,Urban,No information,Yes,No,82,82,34,22,48,60,0.34146341463414637,-1.074514737089049,0.4146341463414634,0.2682926829268293,0.6470588235294118,-0.4353180712578455,0.22466879235440954,0.05047606625798879,4.45099646248387,19.811369509043924,-1.9375991952239715,-0.3529411764705882,0.7083333333333334,0.36666666666666664,0.5176470588235293,-0.6584616225720554,0.3352108443359609,30,5,,No,,2,Standard,Europe,2020.5,2020.5,2020,0.8762259347474517,2020,2011-2020,2016-2020,TRUE,TRUE,TRUE,TRUE
Gielkens & Wegkamp (2020),Gielkens & Wegkamp (2020) 4,https://web.archive.org/web/20250908100836/https://utrecht.bestuurlijkeinformatie.nl/Document/View/5b21985d-1cdb-457c-b559-618863f4cdc8,No,Ethno-racial origin,ero,Dutch,4,Non-western name,Other,Western-sounding name,Western European,Mixed race(s) or ethnicity(ies) x Western European,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2020,August,2,2020,September,3,Netherlands,,NLD,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Urban,No information,Yes,No,60,60,21,15,39,45,0.3,-1.2039728043259361,0.35,0.25,0.7142857142857143,-0.3364722366212129,0.2845213189769458,0.08095238095238096,3.5146751167740367,12.352941176470587,-1.1825905975378828,-0.2857142857142857,0.5384615384615384,0.3333333333333333,0.6190476190476191,-0.4795730802618862,0.4026772431476134,30,6,,No,,2,Standard,Europe,2020.25,2020.5,2020,0.8762259347474517,2020,2011-2020,2016-2020,TRUE,TRUE,TRUE,TRUE
Gielkens & Wegkamp (2020),Gielkens & Wegkamp (2020) 5,https://web.archive.org/web/20250908100836/https://utrecht.bestuurlijkeinformatie.nl/Document/View/5b21985d-1cdb-457c-b559-618863f4cdc8,No,Sexual orientation,seo,Dutch,5,Gay,Same-sex orientation,Hetero,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2020,August,2,2020,September,3,Netherlands,,NLD,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Urban,No information,Yes,No,52,52,26,22,26,30,0.46153846153846156,-0.7731898882334817,0.5,0.4230769230769231,0.8461538461538461,-0.1670540846631662,0.21320071635561044,0.045454545454545456,4.69041575982343,22,-0.7835531114469922,-0.15384615384615385,1,0.7333333333333333,0.7333333333333333,-0.3101549283038396,0.3946022753494406,34,13,,No,,2,Standard,Europe,2020.25,2020.5,2020,0.8762259347474517,2020,2011-2020,2016-2020,TRUE,TRUE,TRUE,TRUE
Gielkens & Wegkamp (2020),Gielkens & Wegkamp (2020) 6,https://web.archive.org/web/20250908100836/https://utrecht.bestuurlijkeinformatie.nl/Document/View/5b21985d-1cdb-457c-b559-618863f4cdc8,No,Sexual orientation,seo,Dutch,6,Gay,Same-sex orientation,Hetero,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2020,August,3,2020,September,3,Netherlands,,NLD,Europe,Western Europe,Western Europe,Positive reaction,Real estate agent,Email,No,Urban,No information,Yes,No,73,73,37,30,36,43,0.4589041095890411,-0.7789140023173704,0.5068493150684932,0.410958904109589,0.8108108108108107,-0.20972053098206914,0.18155742916881082,0.03296310008638776,5.507899096049697,30.336952452265066,-1.155119523019201,-0.18918918918918926,1.0277777777777777,0.6976744186046512,0.6788183532369579,-0.3874017082195214,0.33375732515051487,33,12,,No,,2,Standard,Europe,2020.5,2020.5,2020,0.8762259347474517,2020,2011-2020,2016-2020,TRUE,TRUE,TRUE,TRUE
Gorzig & Rho (2022),Gorzig & Rho (2022) 1,https://appam.confex.com/appam/2021/mediafile/ExtendedAbstract/Paper41502/GORZIG%20and%20RHO%20-%20APPAM.pdf,No,Ethno-racial origin,ero,English,1,African American,"Black, Central African, African American",White American,"Northern American, Australian, White","African American, Central African, Black x Northern American, Australian, White",Both,Various or Unknown,Mixed or Unknown,Unknown or NA,2020,January,1,2021,June,2,United States,Minnesota,USA,North America,North America,North America,Positive reaction,Mixed or Unknown,Email,No,Urban,Mixed,Yes,Yes,2292,2224,871,744,1421,1480,0.35761736049601417,-1.0282916896127958,0.3800174520069808,0.3345323741007194,0.8803079235807679,-0.1274835195552538,0.04007806363751982,0.0016062511849330883,24.951305258765835,622.5676341161155,-3.1808802118849813,-0.11969207641923207,0.6129486277269528,0.5027027027027027,0.8201383932727216,-0.19828218068047102,0.06222215916108822,"13, 14",1,2,No,"Average of callback rates across St. Paul and Minneapolis, extracted using automeris.io.",2,Extensive,North America,2020,2021.25,2020,0.8762259347474517,2020,2011-2020,2016-2020,TRUE,TRUE,TRUE,TRUE
Gorzig & Rho (2022),Gorzig & Rho (2022) 1,https://appam.confex.com/appam/2021/mediafile/ExtendedAbstract/Paper41502/GORZIG%20and%20RHO%20-%20APPAM.pdf,No,Ethno-racial origin,ero,English,1,Somali American,"Black, Central African, African American",White American,"Northern American, Australian, White","African American, Central African, Black x Northern American, Australian, White",Both,Various or Unknown,Mixed or Unknown,Unknown or NA,2020,January,1,2021,June,2,United States,Minnesota,USA,North America,North America,North America,Positive reaction,Mixed or Unknown,Email,No,Urban,Mixed,Yes,Yes,2292,2224,871,692,1421,1532,0.3461027457927369,-1.061019594848076,0.3800174520069808,0.31115107913669066,0.8187810256960907,-0.19993859877067602,0.04131890449455339,0.0017072518686300242,24.20199693657945,585.7366557182012,-4.838913354951889,-0.18121897430390932,0.6129486277269528,0.4516971279373368,0.7369249354752648,-0.3052692434382691,0.06284634924201539,"13, 14",1,2,No,"Average of callback rates across St. Paul and Minneapolis, extracted using automeris.io.",2,Extensive,North America,2020,2021.25,2020,0.8762259347474517,2020,2011-2020,2016-2020,TRUE,TRUE,TRUE,TRUE
"Gouveia, Nilsson, & Berggren (2020)","Gouveia, Nilsson, & Berggren (2020) 1",https://doi.org/10.1016/j.jhe.2020.101729,Yes,Sexual orientation,seo,English,1,Same-sex relationship,Same-sex orientation,Different-sex relationship,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Female,Various or Unknown,Mixed or Unknown,Unknown or NA,2019,April,2,2019,April,2,Portugal,,PRT,Europe,Western Europe,Southern Europe,Positive reaction,Mixed or Unknown,Email,No,Urban,No information,Yes,No,251,250,75,70,176,180,0.2894211576846307,-1.2398723586642904,0.29880478087649404,0.28,0.9370666666666667,-0.06500085021741395,0.14012488670478096,0.0196349838740277,7.136491051063813,50.92950452191389,-0.46387798588811396,-0.06293333333333329,0.42613636363636365,0.3888888888888889,0.9125925925925926,-0.09146572733901001,0.1971203220279973,5,A4,2,Both,,2,Standard,Europe,2019.25,2019.25,2019,0.6764605227129458,2019,2011-2020,2016-2020,TRUE,TRUE,TRUE,TRUE
"Gouveia, Nilsson, & Berggren (2020)","Gouveia, Nilsson, & Berggren (2020) 2",https://doi.org/10.1016/j.jhe.2020.101729,Yes,Sexual orientation,seo,English,2,Same-sex relationship,Same-sex orientation,Different-sex relationship,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2019,April,2,2019,April,2,Portugal,,PRT,Europe,Western Europe,Southern Europe,Positive reaction,Mixed or Unknown,Email,No,Urban,No information,Yes,No,255,256,79,59,176,197,0.2700587084148728,-1.3091159050464998,0.30980392156862746,0.23046875,0.7439181170886076,-0.2958243078824384,0.1475790017686228,0.02177956176302317,6.776031739039808,45.914606128474844,-2.0045148993908866,-0.25608188291139244,0.44886363636363635,0.29949238578680204,0.6672235430186982,-0.4046301422611387,0.2009112757021667,5,A4,2,Both,,2,Standard,Europe,2019.25,2019.25,2019,0.6764605227129458,2019,2011-2020,2016-2020,TRUE,TRUE,TRUE,TRUE
