study,cluster,url,peer_reviewed,ground,ground_abbr,language,cluster_number,treatment_group_manuscript,treatment_group,control_group_manuscript,control_group,treatment_control,can_gender,can_education,can_employment,can_migrant_generation,year_research_start,month_research_start,quarter_research_start,year_research_end,month_research_end,quarter_research_end,country,us_state,country_iso3,region,subregion,subregion2,callback_type,agent_type,audit_type,airbnb,urbanisation,information,matched_design,identical_comparison_group,application_count_maj,application_count_min,callback_count_maj,callback_count_min,noncallback_count_maj,noncallback_count_min,rrate,rrate_ln,prrate_maj,prrate_min,prratio,prratio_ln,prratio_ln_se,prratio_ln_v,prratio_ln_p,prratio_ln_v_inv,prratio_std,dratio,odds_maj,odds_min,oddsratio,oddsratio_ln,oddsratio_ln_se,source_pagination,source_table,source_figure,source_appendix,general_comments,peer_reviewer_count,info_binary,region_agg,time_research_start,time_research_end,year_mid,year_mid_z,year_mid_fct,period_broad,period_narrow,flag_in_scope_ground,flag_complete_counts,flag_valid_effect,flag_main_sample
"Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024)","Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024) 1",https://doi.org/10.1016/j.labeco.2023.102486,Yes,Sexual orientation,seo,English,1,Gay,Same-sex orientation,Hetero,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Both,Various or Unknown,Employed,Unknown or NA,2022,April,2,2022,April,2,Ecuador,,ECU,South America,Latin America,Latin America,Positive reaction,Mixed or Unknown,Email,No,Urban,Work or income related information,No,No,39,39,15,19,24,20,0.4358974358974359,-0.8303483020734304,0.38461538461538464,0.48717948717948717,1.2666666666666666,0.23638877806423034,0.2607991455737227,0.0680161943319838,3.834368390280328,14.702380952380953,0.9064016584264766,0.2666666666666666,0.625,0.95,1.52,0.41871033485818504,0.45930916851365133,"6, 11",1,5,No,,2,Extensive,Other,2022.25,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024)","Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024) 2",https://doi.org/10.1016/j.labeco.2023.102486,Yes,Sexual orientation,seo,English,2,Gay,Same-sex orientation,Hetero,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Both,Various or Unknown,Employed,Unknown or NA,2022,April,2,2022,April,2,Argentina,,ARG,South America,Latin America,Latin America,Positive reaction,Mixed or Unknown,Email,No,Urban,Work or income related information,No,No,232,219,99,77,133,142,0.3902439024390244,-0.9409833444645266,0.4267241379310345,0.3515981735159817,0.823947234906139,-0.193648786431097,0.11921186272672187,0.014211468214774777,8.388426932748914,70.36570640606735,-1.6244086955927564,-0.17605276509386103,0.7443609022556391,0.5422535211267606,0.7284820031298905,-0.3167923576604129,0.19403369192393122,"6, 11",1,5,No,,2,Extensive,Other,2022.25,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024)","Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024) 3",https://doi.org/10.1016/j.labeco.2023.102486,Yes,Sexual orientation,seo,English,3,Gay,Same-sex orientation,Hetero,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Both,Various or Unknown,Employed,Unknown or NA,2022,April,2,2022,April,2,Peru,,PER,South America,Latin America,Latin America,Positive reaction,Mixed or Unknown,Email,No,Urban,Work or income related information,No,No,53,53,20,14,33,39,0.32075471698113206,-1.1370785694959058,0.37735849056603776,0.2641509433962264,0.7,-0.35667494393873245,0.28929694497517194,0.08369272237196766,3.4566559286888494,11.948470209339774,-1.2329025595805825,-0.30000000000000004,0.6060606060606061,0.358974358974359,0.5923076923076923,-0.5237290286018985,0.4211562980327225,"6, 11",1,5,No,,2,Extensive,Other,2022.25,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024)","Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024) 4",https://doi.org/10.1016/j.labeco.2023.102486,Yes,Sexual orientation,seo,English,4,Gay,Same-sex orientation,Hetero,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Both,Various or Unknown,Employed,Unknown or NA,2022,April,2,2022,April,2,Colombia,,COL,South America,Latin America,Latin America,Positive reaction,Mixed or Unknown,Email,No,Urban,Work or income related information,No,No,91,91,22,23,69,68,0.24725274725274726,-1.3973441973064755,0.24175824175824176,0.25274725274725274,1.0454545454545454,0.044451762570833796,0.25875622571464574,0.06695478434608869,3.864641313414394,14.935452481349337,0.17179011808533193,0.045454545454545414,0.3188405797101449,0.3382352941176471,1.0608288770053478,0.059050561991986696,0.34370254916168463,"6, 11",1,5,No,,2,Extensive,Other,2022.25,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024)","Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024) 5",https://doi.org/10.1016/j.labeco.2023.102486,Yes,Sexual orientation,seo,English,5,Gay,Same-sex orientation,Hetero,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Both,Various or Unknown,Mixed or Unknown,Unknown or NA,2022,April,2,2022,April,2,Argentina,,ARG,South America,Latin America,Latin America,Positive reaction,Mixed or Unknown,Email,No,Urban,No information,No,No,449,442,177,176,272,266,0.3961840628507295,-0.9258763705375126,0.39420935412026725,0.39819004524886875,1.010097911394023,0.01004726812887869,0.08271590394128295,0.006841920764823548,12.08957349616664,146.15778731921486,0.1214671864797716,0.01009791139402294,0.6507352941176471,0.6616541353383458,1.0167792362261585,0.01664001997862078,0.13699417790701315,"6, 11",1,5,No,,2,Standard,Other,2022.25,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024)","Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024) 6",https://doi.org/10.1016/j.labeco.2023.102486,Yes,Sexual orientation,seo,English,6,Gay,Same-sex orientation,Hetero,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Both,Various or Unknown,Mixed or Unknown,Unknown or NA,2022,April,2,2022,April,2,Peru,,PER,South America,Latin America,Latin America,Positive reaction,Mixed or Unknown,Email,No,Urban,No information,No,No,107,103,38,36,69,67,0.3523809523809524,-1.043042437513299,0.35514018691588783,0.34951456310679613,0.9841594276954523,-0.015967375038005306,0.1871871656787958,0.035039034994860954,5.342246603145602,28.539598768820724,-0.08530165505793573,-0.015840572304547718,0.5507246376811594,0.5373134328358209,0.9756480754124116,-0.024653336063982463,0.2889838992210098,"6, 11",1,5,No,,2,Standard,Other,2022.25,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024)","Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024) 7",https://doi.org/10.1016/j.labeco.2023.102486,Yes,Sexual orientation,seo,English,7,Gay,Same-sex orientation,Hetero,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Both,Various or Unknown,Mixed or Unknown,Unknown or NA,2022,April,2,2022,April,2,Ecuador,,ECU,South America,Latin America,Latin America,Positive reaction,Mixed or Unknown,Email,No,Urban,No information,No,No,77,78,24,25,53,53,0.3161290322580645,-1.15160481880862,0.3116883116883117,0.32051282051282054,1.028311965811966,0.02791858968434736,0.23634538467916155,0.05585914085914085,4.231095950350366,17.90217294107127,0.11812623175293563,0.028311965811965933,0.4528301886792453,0.4716981132075472,1.0416666666666667,0.0408219945202552,0.3455466910900326,"6, 11",1,5,No,,2,Standard,Other,2022.25,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024)","Abbate, Berniell, Coleff, Laguinge, Machelett, Marchionni, Pedrazzi, & Florencia Pinto (2024) 8",https://doi.org/10.1016/j.labeco.2023.102486,Yes,Sexual orientation,seo,English,8,Gay,Same-sex orientation,Hetero,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Both,Various or Unknown,Mixed or Unknown,Unknown or NA,2022,April,2,2022,April,2,Colombia,,COL,South America,Latin America,Latin America,Positive reaction,Mixed or Unknown,Email,No,Urban,No information,No,No,179,177,40,32,139,145,0.20224719101123595,-1.5982646118359751,0.22346368715083798,0.1807909604519774,0.8090395480225989,-0.21190747804728385,0.21216430026539515,0.04501369030710475,4.713328296745049,22.21546363289758,-0.9987895125721432,-0.19096045197740108,0.28776978417266186,0.2206896551724138,0.766896551724138,-0.26540336060409236,0.2652183936465465,"6, 11",1,5,No,,2,Standard,Other,2022.25,2022.25,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 1",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Ethno-racial origin,ero,English,1,Sub-Saharan African name,"Black, Central African, African American",French name,Western European,"African American, Central African, Black x Western European",Female,Various or Unknown,Employed,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,Yes,150,150,119,77,31,73,0.6533333333333333,-0.4256678154256838,0.7933333333333333,0.5133333333333333,0.6470588235294117,-0.43531807125784566,0.08976102159744767,0.008057040998217467,11.14069316729384,124.11504424778764,-4.849745062061814,-0.3529411764705883,3.838709677419355,1.0547945205479452,0.2747784045124899,-1.2917903079210904,0.25951313836618395,55,4,,No,,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 1",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Ethno-racial origin,ero,English,1,Polish name,Eastern European and other White,French name,Western European,Eastern European x Western European,Female,Various or Unknown,Mixed or Unknown,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,Yes,150,150,119,116,31,34,0.7833333333333333,-0.2441969605120421,0.7933333333333333,0.7733333333333333,0.9747899159663865,-0.025533302005164762,0.06075127707609853,0.0036907176663768947,16.46055931873458,270.95001308557977,-0.4202924322591791,-0.025210084033613467,3.838709677419355,3.411764705882353,0.888779041028176,-0.1179066221361799,0.2805242952432491,55,4,,No,,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 1",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Ethno-racial origin,ero,English,1,Portuguese or Spanish name,Eastern European and other White,French name,Western European,Southern European x Western European,Female,Various or Unknown,Mixed or Unknown,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,Yes,150,150,119,108,31,42,0.7566666666666667,-0.2788324571747983,0.7933333333333333,0.72,0.907563025210084,-0.0969922659873097,0.06579731962978232,0.004329287270463738,15.198187488892218,230.98490294751994,-1.4741066434476366,-0.09243697478991597,3.838709677419355,2.5714285714285716,0.6698679471788715,-0.40067467978553173,0.27153307152067113,55,4,,No,,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 1",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Ethno-racial origin,ero,English,1,Portuguese or Spanish name,Eastern European and other White,French name,Western European,Southern European x Western European,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,Yes,150,150,108,108,42,42,0.72,-0.3285040669720361,0.72,0.72,1,0,0.07200822998230953,0.0051851851851851816,13.887301496588277,192.857142857143,0,0,2.5714285714285716,2.5714285714285716,1,0,0.25717224993681986,55,4,,No,,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 1",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Ethno-racial origin,ero,English,1,Polish name,Eastern European and other White,French name,Western European,Eastern European x Western European,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,Yes,150,150,108,100,42,50,0.6933333333333334,-0.36624439495488303,0.72,0.6666666666666666,0.9259259259259259,-0.07696104113612832,0.0769800358919501,0.005925925925925926,12.99038105676658,168.75,-0.999753250883795,-0.07407407407407407,2.5714285714285716,2,0.7777777777777777,-0.2513144282809062,0.25113498973417275,55,4,,No,,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 2",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Ethno-racial origin,ero,English,2,Northern African name,"Arab, North African, Turkish",French name,Western European,"Middle Eastern, Northern African, Arab x Western European",Female,Various or Unknown,Mixed or Unknown,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,No,150,150,119,86,31,64,0.6833333333333333,-0.38077249551779285,0.7933333333333333,0.5733333333333334,0.7226890756302521,-0.32477619685802167,0.08184091267788174,0.006697934987948664,12.218827567770505,149.2997471309085,-3.968384347524456,-0.2773109243697479,3.838709677419355,1.34375,0.35005252100840334,-1.0496720757325473,0.26060378515557103,55,4,,No,,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 3",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Ethno-racial origin,ero,English,3,Turkish name,"Arab, North African, Turkish",French name,Western European,Turkish x Western European,Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,No,150,150,108,95,42,55,0.6766666666666666,-0.39057649561441377,0.72,0.6333333333333333,0.8796296296296297,-0.12825433552367885,0.08032584711909116,0.006452241715399606,12.449292922082718,154.98489425981884,-1.5966757914613572,-0.12037037037037035,2.5714285714285716,1.7272727272727273,0.6717171717171717,-0.39791790247278147,0.24854962691598417,55,4,,No,,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 4",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Ethno-racial origin,ero,English,4,Turkish name,"Arab, North African, Turkish",French name,Western European,Turkish x Western European,Female,Various or Unknown,Mixed or Unknown,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,Yes,150,150,119,84,31,66,0.6766666666666666,-0.39057649561441377,0.7933333333333333,0.56,0.7058823529411765,-0.3483066942682157,0.08351520769276924,0.006974789915966382,11.973867127035597,143.3734939759037,-4.170578076624626,-0.2941176470588235,3.838709677419355,1.2727272727272727,0.3315508021390374,-1.1039742318094952,0.2602262533199598,55,4,,No,,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 4",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Ethno-racial origin,ero,English,4,Sub-Saharan African name,"Black, Central African, African American",French name,Western European,"African American, Central African, Black x Western European",Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,Yes,150,150,108,84,42,66,0.64,-0.4462871026284195,0.72,0.56,0.7777777777777779,-0.25131442828090594,0.08849117374454826,0.007830687830687829,11.300562052513262,127.70270270270274,-2.8399942914802714,-0.2222222222222221,2.5714285714285716,1.2727272727272727,0.4949494949494949,-0.7032995520239634,0.24520411930687486,55,4,,No,,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 4",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Ethno-racial origin,ero,English,4,Northern African name,"Arab, North African, Turkish",French name,Western European,"Middle Eastern, Northern African, Arab x Western European",Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,Yes,150,150,108,82,42,68,0.6333333333333333,-0.456758402495715,0.72,0.5466666666666666,0.7592592592592592,-0.2754119798599667,0.09011685678687109,0.008121047877145434,11.09670305484609,123.13681868743055,-3.056164958253302,-0.2407407407407408,2.5714285714285716,1.2058823529411764,0.468954248366013,-0.7572500667527051,0.24488729524608613,55,4,,No,,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
"Acolin, Bostic, & Painter (2016)","Acolin, Bostic, & Painter (2016) 4",https://doi.org/10.1016/j.jue.2016.07.003,Yes,Gender,gen,English,4,Female,Female,Male,Male,Female x Male,Unknown or NA,Various or Unknown,Mixed or Unknown,Unknown or NA,2014,April,2,2014,May,2,France,,FRA,Europe,Western Europe,Western Europe,Positive reaction,Private owner,Email,No,Mixed,No information,No,Yes,150,150,108,119,42,31,0.7566666666666667,-0.2788324571747983,0.72,0.7933333333333333,1.1018518518518519,0.0969922659873097,0.06579731962978232,0.004329287270463738,15.198187488892218,230.98490294751994,1.4741066434476366,0.10185185185185186,2.5714285714285716,3.838709677419355,1.492831541218638,0.40067467978553173,0.27153307152067113,55,4,,No,Only ethnic majority candidates.,2,Standard,Europe,2014.25,2014.25,2014,-0.32236653745958405,2014,2011-2020,2011-2015,TRUE,TRUE,TRUE,TRUE
Ahmed & Hammarstedt (2008),Ahmed & Hammarstedt (2008) 1,https://doi.org/10.1016/j.jue.2008.02.004,Yes,Ethno-racial origin,ero,English,1,Arabic or Muslim name,"Arab, North African, Turkish",Swedish name,Northern European,"Middle Eastern, Northern African, Arab x Northern European",Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2007,February,1,2007,March,1,Sweden,,SWE,Europe,Western Europe,Northern Europe,Positive reaction,Mixed or Unknown,Email,No,Non-urban,No information,No,No,276,276,142,59,134,217,0.3641304347826087,-1.0102431382180195,0.5144927536231884,0.213768115942029,0.41549295774647893,-0.8782896136955411,0.12940258595524837,0.016745029251905443,7.727820836175813,59.71921487603304,-6.787264776913209,-0.584507042253521,1.0597014925373134,0.271889400921659,0.2565716881936782,-1.3603471672850895,0.18990099410361022,367,1,,No,,2,Standard,Europe,2007,2007,2007,-1.7207244217011257,2007,1999-2010,2006-2010,TRUE,TRUE,TRUE,TRUE
Ahmed & Hammarstedt (2008),Ahmed & Hammarstedt (2008) 2,https://doi.org/10.1016/j.jue.2008.02.004,Yes,Ethno-racial origin,ero,English,2,Arabic or Muslim name,"Arab, North African, Turkish",Swedish name,Northern European,"Middle Eastern, Northern African, Arab x Northern European",Male,Various or Unknown,Mixed or Unknown,Unknown or NA,2007,February,1,2007,March,1,Sweden,,SWE,Europe,Western Europe,Northern Europe,Positive reaction,Mixed or Unknown,Email,No,Urban,No information,No,No,224,224,63,31,161,193,0.20982142857142858,-1.5614984501449813,0.28125,0.13839285714285715,0.4920634920634921,-0.7091475219063864,0.19799623471312144,0.03920250896057348,5.050601095767852,25.50857142857143,-3.5816212512014522,-0.5079365079365079,0.391304347826087,0.16062176165803108,0.4104778353483016,-0.8904333458268091,0.24397460454651335,367,1,,No,,2,Standard,Europe,2007,2007,2007,-1.7207244217011257,2007,1999-2010,2006-2010,TRUE,TRUE,TRUE,TRUE
Ahmed & Hammarstedt (2008),Ahmed & Hammarstedt (2008) 3,https://doi.org/10.1016/j.jue.2008.02.004,Yes,Gender,gen,English,3,Female,Female,Male,Male,Female x Male,Unknown or NA,Various or Unknown,Mixed or Unknown,Unknown or NA,2007,February,1,2007,March,1,Sweden,,SWE,Europe,Western Europe,Northern Europe,Positive reaction,Mixed or Unknown,Email,No,Non-urban,No information,No,No,276,276,142,176,134,100,0.5760869565217391,-0.5514966634969185,0.5144927536231884,0.6376811594202898,1.2394366197183098,0.21465693743689096,0.07401145108259084,0.005477694891350737,13.511422697064543,182.55854329875086,2.9003206165671718,0.23943661971830976,1.0597014925373134,1.76,1.6608450704225353,0.5073265513997111,0.1737433689960832,367,1,,No,Only ethnic majority candidates.,2,Standard,Europe,2007,2007,2007,-1.7207244217011257,2007,1999-2010,2006-2010,TRUE,TRUE,TRUE,TRUE
Ahmed & Hammarstedt (2008),Ahmed & Hammarstedt (2008) 4,https://doi.org/10.1016/j.jue.2008.02.004,Yes,Gender,gen,English,4,Female,Female,Male,Male,Female x Male,Unknown or NA,Various or Unknown,Mixed or Unknown,Unknown or NA,2007,February,1,2007,March,1,Sweden,,SWE,Europe,Western Europe,Northern Europe,Positive reaction,Mixed or Unknown,Email,No,Urban,No information,No,No,224,224,63,90,161,134,0.34151785714285715,-1.0743553110225497,0.28125,0.4017857142857143,1.4285714285714286,0.3566749439387324,0.1343709624716425,0.01805555555555556,7.442084075352506,55.384615384615365,2.6544049203636884,0.4285714285714286,0.391304347826087,0.6716417910447762,1.7164179104477613,0.540239508972284,0.20163827433182116,367,1,,No,Only ethnic majority candidates.,2,Standard,Europe,2007,2007,2007,-1.7207244217011257,2007,1999-2010,2006-2010,TRUE,TRUE,TRUE,TRUE
Ahmed & Hammarstedt (2009),Ahmed & Hammarstedt (2009) 1,https://doi.org/10.1016/j.jue.2008.02.004,Yes,Sexual orientation,seo,English,1,Same-sex relationship,Same-sex orientation,Different-sex relationship,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Male,Higher education,Employed,Unknown or NA,2007,March,2,2007,April,3,Sweden,,SWE,Europe,Western Europe,Northern Europe,Positive reaction,Mixed or Unknown,Email,No,Mixed,Work or income and personal information,Yes,No,408,408,166,164,242,244,0.40441176470588236,-0.9053217005035811,0.4068627450980392,0.4019607843137255,0.9879518072289157,-0.012121360532344737,0.08496879766619156,0.0072196965768382,11.769026130375533,138.50997605746207,-0.1426566088408679,-0.012048192771084265,0.6859504132231405,0.6721311475409836,0.9798538415958916,-0.02035185966886043,0.14266131017850744,593,2,,No,,2,Extensive,Europe,2007.25,2007.5,2007,-1.7207244217011257,2007,1999-2010,2006-2010,TRUE,TRUE,TRUE,TRUE
Ahmed & Nasbimana (2024),Ahmed & Nasbimana (2024) 1,https://doi.org/10.1080/1369183X.2024.2366319,Yes,Ethno-racial origin,ero,English,1,Arab Christian,"Arab, North African, Turkish",Swedish Christian,Northern European,"Middle Eastern, Northern African, Arab x Northern European",Male,Various or Unknown,Employed,Unknown or NA,2022,March,1,2022,March,1,Sweden,,SWE,Europe,Western Europe,Northern Europe,Positive reaction,Mixed or Unknown,Email,No,Urban,Work or income related information,No,No,401,428,210,128,191,300,0.4077201447527141,-0.8971742596522762,0.5236907730673317,0.29906542056074764,0.571072541165999,-0.5602390350730793,0.0880010828214006,0.0077441905777390066,11.363496538213214,129.1290535739837,-6.366274335624848,-0.42892745883400096,1.0994764397905759,0.4266666666666667,0.3880634920634921,-0.9465863134074226,0.14540749701951045,"4529, 4530",,2,No,Only religious majority candidates (Christian).,2,Extensive,Europe,2022,2022,2022,1.2757567588164636,2022,2021-2024,2021-2024,TRUE,TRUE,TRUE,TRUE
"Ahmed, Andersson, & Hammarstedt (2008)","Ahmed, Andersson, & Hammarstedt (2008) 1",https://doi.org/10.1016/j.jhe.2008.06.003,Yes,Sexual orientation,seo,English,1,Lesbian couple,Same-sex orientation,Different-sex relationship,Heterosexual orientation,Same-sex orientation x Heterosexual orientation,Female,Higher education,Employed,Unknown or NA,2007,August,3,2007,September,3,Sweden,,SWE,Europe,Western Europe,Northern Europe,Positive reaction,Mixed or Unknown,Email,No,Mixed,Work or income and personal information,Yes,No,423,423,168,166,255,257,0.3947990543735225,-0.9293783666295228,0.3971631205673759,0.39243498817966904,0.988095238095238,-0.011976191046715762,0.08513721248793776,0.007248344950216266,11.745745142192433,137.96252894533714,-0.14066928780893018,-0.011904761904761973,0.6588235294117647,0.6459143968871596,0.9804057809894386,-0.019788730783509272,0.14067372373343817,236,1,,No,,2,Extensive,Europe,2007.5,2007.5,2007,-1.7207244217011257,2007,1999-2010,2006-2010,TRUE,TRUE,TRUE,TRUE
"Ahmed, Andersson, & Hammarstedt (2010)","Ahmed, Andersson, & Hammarstedt (2010) 1",https://doi.org/10.3368/le.86.1.79,Yes,Ethno-racial origin,ero,English,1,Arabic or Muslim name,"Arab, North African, Turkish",Swedish name,Northern European,"Middle Eastern, Northern African, Arab x Northern European",Male,Higher education,Employed,Unknown or NA,2008,January,1,2008,March,1,Sweden,,SWE,Europe,Western Europe,Northern Europe,Positive reaction,Mixed or Unknown,Email,No,Mixed,Work or income and personal information,No,No,258,258,148,148,110,110,0.5736434108527132,-0.5557473111575023,0.5736434108527132,0.5736434108527132,1,0,0.07590504284312993,0.00576157552901739,13.17435525419124,173.56363636363633,0,0,1.3454545454545455,1.3454545454545455,1,0,0.1780318277593411,84,1,,No,,2,Extensive,Europe,2008,2008,2008,-1.52095900966662,2008,1999-2010,2006-2010,TRUE,TRUE,TRUE,TRUE
